"ALS201607120","NLS",1,0,0,1,0,"BX",0,0,"zobrb001","R","zobrb001","R","salec001","L","salec001","L","peres002","hosme001","altuj001","machm001","bogax001","bradj001","troum001","bettm001","","","","7/F","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,1
"ALS201607120","NLS",1,0,1,0,0,"X",0,0,"harpb003","L","harpb003","L","salec001","L","salec001","L","peres002","hosme001","altuj001","machm001","bogax001","bradj001","troum001","bettm001","","","","43/G-","F","F",9,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,2
"ALS201607120","NLS",1,0,2,0,0,"X",0,0,"bryak001","R","bryak001","R","salec001","L","salec001","L","peres002","hosme001","altuj001","machm001","bogax001","bradj001","troum001","bettm001","","","","HR/78/L+","F","F",5,3,23,"T","T",4,"F","F",0,"F","F",1,"F","F",0,"L","F","F","78",0,0,"N",0,"N",0,"N",4,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"ALS201607120","NLS",1,0,2,2,2,"BFBFS",1,0,"myerw001","R","myerw001","R","salec001","L","salec001","L","peres002","hosme001","altuj001","machm001","bogax001","bradj001","troum001","bettm001","","","","K","F","F",10,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,4
"ALS201607120","NLS",1,1,0,0,0,"X",1,0,"altuj001","R","altuj001","R","cuetj001","R","cuetj001","R","poseb001","rizza001","zobrb001","bryak001","russa002","gonzc001","ozunm001","harpb003","","","","4/P","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"P","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"4","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,5
"ALS201607120","NLS",1,1,1,2,2,"CBCBFX",1,0,"troum001","R","troum001","R","cuetj001","R","cuetj001","R","poseb001","rizza001","zobrb001","bryak001","russa002","gonzc001","ozunm001","harpb003","","","","S8/G","F","F",8,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"ALS201607120","NLS",1,1,1,0,0,"1X",1,0,"machm001","R","machm001","R","cuetj001","R","cuetj001","R","poseb001","rizza001","zobrb001","bryak001","russa002","gonzc001","ozunm001","harpb003","troum001","","","7/F","F","F",5,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"7","","","","F","F","F","F","F","F","F","F","F","cuetj001","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,7
"ALS201607120","NLS",1,1,2,2,2,"F1C*BBFFFX",1,0,"ortid001","L","ortid001","L","cuetj001","R","cuetj001","R","poseb001","rizza001","zobrb001","bryak001","russa002","gonzc001","ozunm001","harpb003","troum001","","","3/G","F","F",10,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"3","","","","F","F","F","F","F","F","F","F","F","cuetj001","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,8
"ALS201607120","NLS",2,0,0,0,0,".X",1,0,"poseb001","R","poseb001","R","klubc001","R","klubc001","R","peres002","hosme001","altuj001","machm001","bogax001","bradj001","troum001","bettm001","","","","143/G","T","F",2,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"143","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,4,0,0,0,9
"ALS201607120","NLS",2,0,1,2,2,"BBFFX",1,0,"rizza001","L","rizza001","L","klubc001","R","klubc001","R","peres002","hosme001","altuj001","machm001","bogax001","bradj001","troum001","bettm001","","","","3/G+","F","F",3,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,10
