"NLS201507140","ALS",1,0,0,1,2,"CFBX",0,0,"troum001","R","troum001","R","greiz001","R","greiz001","R","poseb001","goldp001","lemad001","frazt001","peraj001","pedej001","mccua001","harpb003","","","","HR/9/L","T","F",8,1,23,"T","T",4,"F","F",0,"F","F",1,"F","F",0,"L","F","F","9",0,0,"N",0,"N",0,"N",4,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"NLS201507140","ALS",1,0,0,3,2,"BSSBBB",1,0,"donaj001","R","donaj001","R","greiz001","R","greiz001","R","poseb001","goldp001","lemad001","frazt001","peraj001","pedej001","mccua001","harpb003","","","","W","F","F",5,2,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"NLS201507140","ALS",1,0,0,2,2,"BFS*BFC",1,0,"pujoa001","R","pujoa001","R","greiz001","R","greiz001","R","poseb001","goldp001","lemad001","frazt001","peraj001","pedej001","mccua001","harpb003","donaj001","","","K","F","F",3,3,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","","","F","F","F","F","F","F","F","F","F","greiz001","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,3
"NLS201507140","ALS",1,0,1,1,2,"T*BFS",1,0,"cruzn002","R","cruzn002","R","greiz001","R","greiz001","R","poseb001","goldp001","lemad001","frazt001","peraj001","pedej001","mccua001","harpb003","donaj001","","","K","F","F",10,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","","","F","F","F","F","F","F","F","F","F","greiz001","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,4
"NLS201507140","ALS",1,0,2,1,1,"C*BX",1,0,"cainl001","R","cainl001","R","greiz001","R","greiz001","R","poseb001","goldp001","lemad001","frazt001","peraj001","pedej001","mccua001","harpb003","donaj001","","","4/P","F","F",9,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"P","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"4","","","","F","F","F","F","F","F","F","F","F","greiz001","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,5
"NLS201507140","ALS",1,1,0,0,1,"CX",1,0,"mccua001","R","mccua001","R","keucd001","L","keucd001","L","peres002","pujoa001","altuj001","donaj001","escoa003","jonea003","troum001","cainl001","","","","3/P3F","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"P","F","T","3F",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,6
"NLS201507140","ALS",1,1,1,0,1,"FX",1,0,"frazt001","R","frazt001","R","keucd001","L","keucd001","L","peres002","pujoa001","altuj001","donaj001","escoa003","jonea003","troum001","cainl001","","","","53/G","F","F",5,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,7
"NLS201507140","ALS",1,1,2,3,2,"BSBFBX",1,0,"harpb003","L","harpb003","L","keucd001","L","keucd001","L","peres002","pujoa001","altuj001","donaj001","escoa003","jonea003","troum001","cainl001","","","","53/G","F","F",9,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,8
"NLS201507140","ALS",2,0,0,2,2,"BCBSS",1,0,"jonea003","R","jonea003","R","greiz001","R","greiz001","R","poseb001","goldp001","lemad001","frazt001","peraj001","pedej001","mccua001","harpb003","","","","K","T","F",7,6,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,9
"NLS201507140","ALS",2,0,1,3,2,"BBTFFFBFS",1,0,"peres002","R","peres002","R","greiz001","R","greiz001","R","poseb001","goldp001","lemad001","frazt001","peraj001","pedej001","mccua001","harpb003","","","","K","F","F",2,7,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,10
